gml_id,sa3_code16,p_oth_svc_15_19_yr,p_oth_svc_20_24_yr,p_oth_svc_25_34_yr,p_oth_svc_35_44_yr,p_oth_svc_45_54_yr,p_oth_svc_55_64_yr,p_oth_svc_65_74_yr,p_oth_svc_75_84_yr,p_oth_svc_85_yr_over,p_oth_svc_tot,p_inad_desc_ns_15_19,p_inad_desc_ns_20_24,p_inad_desc_ns_25_34,p_inad_desc_ns_35_44,p_inad_desc_ns_45_54,p_inad_desc_ns_55_64,p_inad_desc_ns_65_74,p_inad_desc_ns_75_84,p_inad_desc_ns_85,p_inad_desc_ns_tot,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b1f,"70104","38","89","183","132","103","52","9","0","0","607","43","104","222","207","149","58","16","0","3","796","864","1844","5001","4263","3170","1622","266","18","3","17053",Palmerston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b20,"70201","36","73","196","167","167","102","27","0","0","763","30","54","172","115","139","115","35","3","0","671","723","1310","4064","3460","3674","3036","704","70","6","17046",Alice Springs
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b21,"70202","6","13","27","18","16","21","3","0","0","107","9","10","34","17","25","29","4","0","0","135","116","213","481","338","409","395","114","8","3","2078",Barkly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b22,"70203","10","35","95","85","87","61","20","3","0","394","23","46","82","89","71","44","12","3","0","368","139","372","1145","1059","1168","960","208","20","7","5091",Daly - Tiwi - West Arnhem
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b23,"70204","6","30","51","75","60","36","5","0","0","263","16","19","52","52","30","16","0","3","0","190","114","242","933","1005","871","555","115","8","0","3843",East Arnhem
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b24,"70205","13","45","104","75","73","64","15","0","0","378","20","46","65","64","65","63","21","8","0","355","306","661","1847","1403","1550","1262","342","36","0","7405",Katherine
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b25,"80101","77","210","351","335","270","173","56","4","0","1473","72","158","328","285","197","129","47","10","7","1233","2381","5087","12256","11557","9058","5687","1457","122","13","47618",Belconnen
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b26,"80103","0","3","0","7","10","0","0","0","0","19","0","0","8","7","13","3","3","0","0","35","16","58","127","119","164","126","46","8","0","655",Canberra East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b27,"80104","72","134","350","304","190","82","24","0","0","1153","63","94","333","313","166","67","18","11","0","1064","1946","3418","11275","10854","7199","3029","549","41","4","38319",Gungahlin
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b28,"80105","45","125","186","121","116","55","20","0","0","673","43","114","203","123","104","52","24","3","0","670","1700","4562","8732","5593","4899","2816","616","80","17","29010",North Canberra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b29,"80106","7","26","92","79","68","68","21","3","0","366","7","28","64","49","66","54","31","11","5","312","462","1066","3902","3086","3329","2247","693","104","14","14904",South Canberra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b2a,"80107","101","197","386","287","324","223","62","9","0","1575","95","156","298","279","267","181","56","0","6","1340","2769","4225","9250","9437","10341","6928","1287","79","7","44317",Tuggeranong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b2b,"80108","16","25","54","74","70","53","20","4","0","314","9","24","37","59","41","20","18","6","0","210","551","715","1941","2805","2529","1472","477","54","4","10547",Weston Creek
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b2c,"80109","20","64","77","97","105","67","31","3","0","460","11","30","99","92","94","54","23","10","5","407","862","1405","3703","3896","4004","2395","645","91","10","17004",Woden Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b2d,"80110","3","12","22","17","11","3","0","0","0","64","5","7","28","11","6","3","0","0","0","61","75","305","1152","749","346","156","33","3","0","2823",Molonglo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b2e,"80111","0","3","0","7","0","0","0","0","0","10","3","0","0","3","7","0","0","0","0","13","21","33","80","99","79","44","12","7","0","375",Urriarra - Namadgi
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b2f,"90101","0","0","7","3","6","3","0","0","0","25","0","3","5","6","8","13","0","0","0","39","9","52","179","174","229","172","83","4","0","899",Christmas Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b30,"90102","0","0","0","3","0","0","0","0","0","5","0","7","4","7","10","7","3","0","0","34","7","19","53","60","51","57","13","0","0","259",Cocos (Keeling) Islands
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b31,"90103","0","0","0","0","0","0","0","0","0","4","0","0","0","3","0","0","0","0","0","8","11","46","80","59","31","13","3","0","0","251",Jervis Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6b32,"90104","0","3","3","3","11","6","7","0","0","36","0","0","4","10","15","5","7","0","0","44","42","34","118","206","258","261","123","32","4","1079",Norfolk Island
