SA3_MAIN11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot,SA3_NAME11
31903,22,76,112,4,47,122,383,4,113,23,5,13,3,161,56,88,187,25,49,4,409,325,49,311,13,50,9,757,306,12,255,3,28,4,608,804,5,350,5,39,14,1217,588,3,147,4,24,8,774,75,3,25,0,0,0,103,3,0,9,0,4,0,16,5,0,3,0,0,0,8,8,0,3,0,5,0,16,43,18,61,0,30,15,167,2239,367,1486,59,289,179,4619,Gympie - Cooloola
31904,7,97,75,10,26,74,289,0,122,15,15,7,3,162,51,197,84,25,34,5,396,273,91,229,20,101,5,719,428,38,207,13,19,7,712,1489,19,410,6,42,11,1977,1545,3,290,11,30,3,1882,215,0,35,0,7,4,261,32,3,9,0,0,0,44,7,0,7,0,3,0,17,12,3,10,0,0,0,25,58,40,52,9,30,20,209,4117,613,1423,109,299,132,6693,Hervey Bay
31102,3,157,33,3,3,27,226,3,170,3,3,0,0,179,9,201,34,8,13,3,268,44,101,55,9,3,0,212,111,35,78,10,7,3,244,597,18,168,7,24,6,820,1384,16,361,10,49,10,1830,899,5,128,0,15,3,1050,61,0,15,0,0,0,76,17,0,5,0,0,0,22,17,3,3,0,3,0,26,44,48,26,3,12,10,143,3189,754,909,53,129,62,5096,Beenleigh
31103,16,102,58,3,11,50,240,3,117,6,0,4,0,130,4,237,41,3,16,0,301,32,116,64,5,62,6,285,32,28,78,10,35,3,186,164,32,199,8,25,0,428,2138,27,630,19,80,29,2923,1876,0,251,5,33,12,2177,137,3,31,0,9,0,180,31,0,4,0,0,0,35,26,0,9,0,3,0,38,97,44,61,10,15,20,247,4556,706,1432,63,293,120,7170,Browns Plains
31104,0,0,35,0,6,36,77,0,0,3,0,0,0,3,0,0,27,0,3,0,30,4,0,31,0,3,0,38,16,0,35,0,3,0,54,31,0,61,0,4,0,96,159,0,103,0,10,0,272,421,0,127,0,5,4,557,191,0,28,0,0,3,222,30,0,5,0,0,0,35,7,0,5,0,0,0,12,14,0,36,0,11,4,65,873,0,496,0,45,47,1461,Jimboomba
31905,6,115,97,6,31,102,357,4,109,24,14,7,3,161,68,119,132,22,45,6,392,354,57,290,18,65,8,792,374,16,241,0,27,8,666,770,10,270,5,12,4,1071,406,0,76,0,3,4,489,38,0,16,0,0,0,54,4,0,5,0,0,0,9,0,0,0,0,0,0,0,11,4,3,0,0,0,18,30,36,42,4,14,8,134,2065,466,1196,69,204,143,4143,Maryborough
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Qld)
40101,10,82,52,20,5,27,196,0,183,9,52,0,0,244,26,77,43,86,4,6,242,124,46,58,66,24,5,323,90,21,80,25,25,3,244,244,30,146,25,28,8,481,523,23,281,24,32,0,883,919,11,325,9,36,5,1305,371,0,111,0,15,5,502,101,4,35,0,7,0,147,97,3,35,3,9,3,150,37,25,48,3,12,13,138,2542,505,1223,313,197,75,4855,Adelaide City
40102,0,38,118,31,27,88,302,3,104,21,22,3,0,153,20,111,117,37,29,0,314,62,57,161,17,22,5,324,75,21,171,6,35,0,308,325,45,302,12,35,11,730,743,8,319,6,26,6,1108,379,0,129,5,12,5,530,85,3,30,0,0,0,118,23,0,13,3,0,0,39,20,0,14,0,3,0,37,20,21,57,22,12,9,141,1755,408,1452,161,204,124,4104,Adelaide Hills
40104,4,101,78,30,6,65,284,0,292,16,54,0,3,365,33,185,87,58,14,3,380,99,73,161,25,12,4,374,121,19,154,3,27,3,327,431,37,343,7,27,4,849,758,28,452,13,44,10,1305,422,0,171,6,14,3,616,69,4,26,0,4,0,103,11,8,6,0,0,0,25,15,0,13,0,3,0,31,28,50,55,27,4,13,177,1991,797,1562,223,155,108,4836,Campbelltown (SA)
40105,7,144,86,50,23,51,361,0,294,14,87,10,4,409,53,174,118,46,8,5,404,125,68,192,9,16,0,410,185,20,205,4,13,4,431,553,25,352,6,21,6,963,703,19,383,6,15,4,1130,567,4,249,4,5,0,829,209,0,75,0,4,0,288,59,0,21,0,0,0,80,61,3,22,3,0,0,89,22,56,42,34,8,14,176,2544,807,1759,249,123,88,5570,Norwood - Payneham - St Peters
40106,3,105,57,21,3,43,232,5,141,7,38,5,0,196,19,71,59,41,5,0,195,84,39,135,5,16,0,279,92,12,107,4,12,0,227,312,16,209,5,30,4,576,407,3,242,0,14,6,672,306,0,153,0,7,0,466,100,3,34,0,3,0,140,33,0,13,0,0,0,46,34,0,12,0,0,0,46,20,28,27,5,5,10,95,1415,418,1055,119,100,63,3170,Prospect - Walkerville
40402,11,435,87,36,10,62,641,8,840,28,49,8,4,937,40,636,148,90,16,7,937,202,297,278,44,32,4,857,191,115,265,12,35,7,625,545,188,376,16,42,9,1176,901,75,441,6,57,15,1495,440,8,159,0,17,0,624,70,5,29,0,3,0,107,22,10,7,0,0,0,39,18,14,13,0,3,0,48,33,168,61,19,15,16,312,2481,2791,1892,272,238,124,7798,Port Adelaide - West
40403,15,243,108,57,13,84,520,4,417,38,62,9,0,530,77,263,217,94,19,11,681,318,134,405,30,46,11,944,392,40,337,23,37,3,832,850,50,588,29,65,10,1592,1053,33,675,34,64,15,1874,600,5,372,4,28,10,1019,129,0,63,0,4,0,196,35,0,18,0,0,0,53,26,3,22,3,4,3,61,39,74,103,30,12,21,279,3538,1262,2946,366,301,168,8581,West Torrens
40501,0,17,84,32,36,68,237,3,39,20,37,10,0,109,19,45,106,29,45,4,248,158,39,174,17,31,3,422,154,9,146,3,8,3,323,331,9,138,6,11,3,498,208,0,99,0,10,0,317,53,0,14,0,0,0,67,5,0,6,0,0,0,11,0,0,3,0,0,0,3,3,0,6,0,0,3,12,12,0,23,12,20,3,70,946,158,819,136,171,87,2317,Barossa
40502,3,45,134,8,73,110,373,4,39,31,31,13,4,122,59,34,171,28,39,5,336,159,33,228,19,34,5,478,94,3,88,3,6,3,197,132,0,60,5,8,0,205,61,0,18,0,3,0,82,13,0,4,0,0,0,17,0,0,3,0,3,0,6,3,0,3,0,0,0,6,4,3,6,3,0,0,16,7,12,40,0,22,6,87,539,169,786,97,201,133,1925,Lower North
40503,7,178,124,6,37,82,434,13,274,38,6,10,6,347,189,207,191,13,58,5,663,418,79,197,11,49,3,757,116,16,55,5,7,0,199,135,5,37,0,6,0,183,41,3,19,0,0,0,63,12,5,6,0,0,0,23,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,4,9,0,0,0,16,19,65,36,3,15,5,143,953,836,717,44,182,101,2833,Mid North
40504,0,88,139,24,36,85,372,3,100,30,23,18,0,174,36,88,177,25,37,6,369,185,44,232,11,36,3,511,140,4,114,3,13,3,277,259,8,74,6,6,0,353,80,0,24,3,4,0,111,15,0,4,0,0,0,19,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,5,9,0,0,0,17,12,35,40,12,13,4,116,736,372,846,107,163,101,2325,Yorke Peninsula
40107,4,63,76,30,5,46,224,3,175,16,63,5,3,265,22,63,90,36,4,0,215,90,29,163,26,12,3,323,128,14,155,3,15,3,318,433,7,275,3,33,3,754,613,3,390,0,16,4,1026,456,4,242,0,12,3,717,215,0,79,0,0,3,297,89,0,34,0,0,0,123,82,4,32,0,0,3,121,21,25,45,18,9,10,128,2156,387,1597,179,111,81,4511,Unley
40201,3,72,36,26,9,41,187,0,140,3,22,4,3,172,19,112,59,8,19,3,220,88,63,134,15,38,4,342,135,17,128,3,44,3,330,366,15,203,0,35,4,623,377,6,131,0,6,4,524,87,0,30,0,7,0,124,7,0,5,0,0,0,12,0,3,3,0,0,0,6,5,4,0,3,0,0,12,13,30,30,3,17,3,96,1100,462,762,80,179,65,2648,Gawler - Two Wells
40202,14,480,68,20,7,60,649,5,1039,17,58,16,10,1145,121,895,118,109,54,13,1310,616,486,334,55,81,11,1583,648,254,351,13,138,6,1410,1566,100,524,17,93,11,2311,1143,23,304,23,55,8,1556,111,5,47,3,4,5,175,13,0,7,0,3,0,23,0,4,0,0,0,0,4,17,17,11,0,3,5,53,68,183,77,21,33,21,403,4322,3486,1858,319,487,150,10622,Playford
40203,7,265,89,35,13,55,464,14,851,23,112,10,6,1016,38,627,135,159,28,7,994,172,296,284,71,40,10,873,220,113,251,25,78,10,697,691,174,473,34,93,16,1481,1167,81,576,20,93,9,1946,576,17,206,3,18,4,824,36,3,20,5,3,0,67,4,5,11,0,0,0,20,8,10,21,3,3,3,48,48,206,83,37,14,28,416,2981,2648,2172,504,393,148,8846,Port Adelaide - East
40204,9,453,139,49,13,76,739,3,856,13,53,11,7,943,70,815,175,125,25,4,1214,326,423,445,75,83,16,1368,401,199,485,43,96,7,1231,1270,310,900,49,150,13,2692,2078,47,792,14,111,17,3059,497,3,141,3,25,3,672,95,0,36,4,3,0,138,25,3,10,0,3,0,41,29,11,20,3,3,0,66,75,189,119,33,32,38,486,4878,3309,3275,451,555,181,12649,Salisbury
40205,0,137,92,29,7,87,352,4,394,11,63,7,6,485,19,314,91,38,3,5,470,72,173,175,18,24,0,462,87,62,231,11,52,0,443,562,121,476,8,43,6,1216,1288,31,613,0,54,13,1999,375,3,138,0,14,0,530,33,4,12,0,0,3,52,11,3,0,0,0,0,14,19,7,4,0,3,3,36,34,75,54,28,19,16,226,2504,1324,1897,195,226,139,6285,Tea Tree Gully
40301,7,40,78,31,9,61,226,0,92,6,61,8,3,170,39,66,85,73,11,5,279,168,33,162,22,13,6,404,196,18,141,7,10,4,376,511,7,255,0,8,9,790,633,4,342,8,16,4,1007,420,0,189,4,8,0,621,199,0,36,0,0,0,235,77,0,21,0,3,0,101,85,4,30,0,0,0,119,29,19,23,21,5,10,107,2364,283,1368,227,91,102,4435,Holdfast Bay
40302,14,450,117,42,10,83,716,7,1038,22,77,7,18,1169,37,794,142,135,22,8,1138,151,339,265,59,26,4,844,149,93,308,21,20,6,597,553,171,518,33,31,6,1312,1384,80,748,20,48,8,2288,920,15,350,4,33,6,1328,106,5,37,0,0,0,148,23,6,14,0,3,0,46,19,21,23,0,3,0,66,43,185,85,32,22,22,389,3406,3197,2629,423,225,161,10041,Marion
40303,8,31,94,21,13,66,233,0,84,21,45,0,4,154,22,71,130,68,11,4,306,100,27,207,16,10,4,364,125,8,173,3,15,4,328,433,12,334,12,20,7,818,572,7,397,4,25,6,1011,392,0,232,3,17,3,647,118,0,50,0,0,0,168,49,0,11,0,3,4,67,28,4,23,3,4,0,62,31,17,58,30,5,7,148,1878,261,1730,205,123,109,4306,Mitcham
40103,8,22,66,16,8,76,196,3,66,17,16,0,0,102,20,24,65,16,0,3,128,80,13,127,4,8,3,235,119,5,123,0,5,0,252,358,3,224,3,8,4,600,545,4,289,4,6,0,848,395,0,171,3,8,3,580,222,4,67,0,0,0,293,97,0,36,0,3,0,136,86,0,38,0,3,0,127,26,15,41,9,10,5,106,1959,156,1264,71,59,94,3603,Burnside
40304,11,440,175,71,22,119,838,3,881,31,111,11,6,1043,61,786,174,128,45,17,1211,235,379,414,90,92,12,1222,310,167,512,27,35,5,1056,1643,241,1093,49,79,11,3116,2478,24,1070,21,81,27,3701,755,4,243,0,8,4,1014,66,4,34,0,8,3,115,28,3,15,0,3,0,49,38,8,19,4,8,0,77,71,185,107,67,22,25,477,5699,3122,3887,568,414,229,13919,Onkaparinga
40401,17,535,156,103,20,121,952,7,1155,26,94,9,12,1303,77,900,228,97,24,12,1338,251,424,461,54,65,24,1279,290,161,427,17,38,6,939,863,210,769,27,92,12,1973,1406,120,958,19,102,16,2621,929,19,440,6,34,9,1437,179,0,78,0,4,5,266,70,3,29,5,3,0,110,59,14,28,3,3,0,107,54,250,105,37,22,23,491,4202,3791,3705,462,416,240,12816,Charles Sturt
40601,9,398,244,72,125,191,1039,21,749,55,32,45,9,911,122,733,327,32,112,15,1341,662,512,422,16,120,10,1742,216,88,194,3,41,5,547,381,44,187,0,22,3,637,397,24,132,0,21,0,574,113,6,37,6,9,3,174,9,0,7,0,3,0,19,4,3,0,0,0,0,7,0,4,11,3,4,3,25,38,198,62,26,46,10,380,1972,2759,1678,190,548,249,7396,Eyre Peninsula and South West
40602,9,232,72,201,402,91,1007,11,212,21,12,58,7,321,116,263,112,18,279,3,791,268,188,112,5,227,5,805,106,58,39,4,27,0,234,145,17,24,0,16,0,202,109,5,30,0,11,0,155,124,8,23,0,16,4,175,92,0,14,0,8,0,114,37,3,5,0,6,0,51,16,0,5,0,11,0,32,27,80,22,16,73,7,225,1060,1066,479,256,1134,117,4112,Outback - North and East
40701,4,39,145,31,59,107,385,3,81,29,46,21,3,183,68,70,184,36,56,10,424,328,37,344,33,44,5,791,337,18,270,8,26,3,662,639,9,258,4,22,3,935,396,3,145,0,4,0,548,50,3,31,3,3,0,90,5,0,0,0,3,0,8,7,0,0,0,0,0,7,9,0,7,0,0,0,16,24,17,46,6,23,9,125,1870,277,1459,167,261,140,4174,Fleurieu - Kangaroo Island
40702,21,187,214,19,204,198,843,53,402,65,51,30,4,605,595,445,379,41,123,11,1594,862,279,400,29,97,8,1675,468,33,200,5,22,3,731,432,7,115,3,21,3,581,149,7,41,0,11,0,208,25,6,9,4,3,0,47,0,0,5,0,0,0,5,0,3,0,0,3,0,6,11,7,11,0,4,0,33,37,72,76,17,64,13,279,2653,1448,1515,169,582,240,6607,Limestone Coast
40703,11,223,290,67,211,243,1045,21,444,100,91,66,10,732,386,413,612,55,220,19,1705,953,246,561,27,90,15,1892,406,23,230,3,28,3,693,564,23,128,0,23,5,743,161,5,49,4,9,0,228,13,7,10,0,4,0,34,5,0,6,0,0,0,11,5,0,3,0,0,0,8,9,5,17,0,3,4,38,34,77,86,21,73,25,316,2568,1466,2092,268,727,324,7445,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (SA)
50101,10,59,116,3,84,129,401,0,151,12,8,7,0,178,20,212,94,35,43,12,416,90,97,156,3,56,3,405,126,30,150,4,17,3,330,438,21,271,0,27,4,761,1001,3,466,3,25,5,1503,472,3,176,0,14,4,669,39,0,25,0,4,0,68,6,4,5,0,0,0,15,9,5,5,0,3,3,25,31,40,46,10,37,6,170,2242,625,1522,66,317,169,4941,Augusta - Margaret River - Busselton
50102,8,190,167,25,56,148,594,7,355,28,13,10,0,413,50,381,209,64,55,9,768,235,196,374,18,98,5,926,281,57,377,7,51,5,778,983,38,630,7,64,10,1732,1488,19,764,12,57,12,2352,957,3,275,0,22,10,1267,138,0,36,0,0,0,174,44,3,17,0,4,0,68,42,4,22,0,8,3,79,48,81,83,6,36,16,270,4281,1327,2982,152,461,218,9421,Bunbury
50103,6,29,81,3,66,111,296,7,70,19,20,19,3,138,111,99,135,15,48,3,411,159,37,150,6,25,0,377,83,9,88,0,16,0,196,134,3,67,0,9,3,216,110,0,36,3,7,0,156,17,0,10,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,5,5,32,3,25,4,74,632,252,623,50,218,124,1899,Manjimup
50201,9,99,171,28,27,121,455,5,186,12,20,7,4,234,38,270,192,55,49,3,607,228,158,327,50,53,6,822,335,44,345,3,54,9,790,1195,32,576,11,53,12,1879,1891,18,625,20,67,19,2640,995,4,294,3,19,6,1321,146,0,37,0,4,0,187,46,0,8,0,3,0,57,37,5,21,0,3,9,75,60,46,75,10,25,20,236,4985,862,2683,200,364,209,9303,Mandurah
50301,9,72,187,7,24,118,417,0,130,12,9,7,3,161,24,81,70,22,16,3,216,79,36,85,12,33,0,245,106,25,94,4,47,0,276,272,23,171,0,47,5,518,431,13,256,3,17,3,723,718,8,336,3,17,3,1085,571,3,236,4,7,3,824,315,3,126,0,9,0,453,915,6,340,0,21,0,1282,58,16,63,14,24,11,186,3498,416,1976,78,269,149,6386,Cottesloe - Claremont
50302,32,298,229,35,34,145,773,4,553,19,50,7,12,645,65,260,159,109,21,9,623,253,123,263,45,25,9,718,305,34,275,8,20,6,648,1015,18,512,19,42,5,1611,1711,38,890,9,68,15,2731,2550,13,1026,6,72,12,3679,2013,3,641,8,33,3,2701,972,0,272,4,19,3,1270,979,5,286,4,35,3,1312,133,73,147,26,39,32,450,10032,1418,4719,323,415,254,17161,Perth City
50401,7,197,183,51,18,113,569,7,359,20,17,3,3,409,43,272,135,34,11,6,501,143,160,301,27,32,11,674,150,50,272,7,23,4,506,513,73,437,7,44,7,1081,1484,31,864,9,97,15,2500,1443,5,742,3,61,11,2265,331,3,132,0,9,3,478,75,0,23,0,5,0,103,55,0,24,0,10,0,89,59,81,100,18,14,17,289,4310,1231,3233,173,327,190,9464,Bayswater - Bassendean
50402,0,55,74,7,8,51,195,0,85,0,12,0,0,97,10,81,63,7,3,3,167,18,33,71,6,4,3,135,20,15,71,3,5,0,114,63,13,100,3,9,0,188,240,6,235,11,32,3,527,270,6,173,3,0,0,452,114,0,30,0,4,0,148,28,0,4,0,0,0,32,10,4,5,0,4,0,23,21,33,22,6,12,3,97,794,331,848,58,81,63,2175,Mundaring
50403,6,188,145,9,36,82,466,5,317,7,13,3,3,348,13,315,101,28,16,3,476,48,189,170,28,31,4,470,51,76,153,6,41,0,327,149,93,254,10,43,3,552,1131,41,680,13,75,6,1946,1546,16,737,3,68,19,2389,306,5,120,0,6,0,437,64,3,27,0,4,0,98,36,4,22,5,3,3,73,47,96,83,6,31,14,277,3402,1343,2499,121,357,137,7859,Swan
50501,11,46,181,16,14,114,382,6,109,17,6,0,0,138,13,109,92,30,15,5,264,46,50,162,4,9,3,274,26,17,170,0,9,3,225,100,18,287,0,17,3,425,871,12,839,3,62,12,1799,2426,5,1239,4,77,11,3762,790,0,367,0,18,6,1181,331,0,116,0,5,0,452,322,0,112,3,8,4,449,64,28,87,12,16,8,215,5006,394,3669,78,250,169,9566,Joondalup
50502,30,574,355,42,31,204,1236,7,1027,27,43,5,10,1119,65,696,258,158,44,13,1234,206,358,463,39,46,0,1112,324,109,465,12,48,4,962,1011,115,890,21,88,12,2137,3375,60,2073,6,226,28,5768,3606,22,1878,9,176,25,5716,1062,9,461,0,29,3,1564,437,6,161,0,7,3,614,490,15,157,4,13,4,683,129,205,237,41,52,47,711,10742,3196,7425,375,765,353,22856,Stirling
50503,10,159,161,6,17,99,452,3,308,15,10,4,0,340,13,372,102,30,31,0,548,22,201,160,32,31,0,446,32,76,175,3,33,4,323,168,107,291,13,38,8,625,1420,35,932,14,85,19,2505,2891,6,1197,9,106,18,4227,654,4,272,0,15,3,948,154,3,38,0,3,4,202,105,5,53,0,9,0,172,64,74,119,21,27,22,327,5536,1350,3515,138,399,177,11115,Wanneroo
50601,4,99,89,16,18,54,280,0,170,5,23,3,3,204,16,176,76,28,28,3,327,40,105,132,8,27,3,315,58,43,148,3,9,3,264,375,37,273,5,21,3,714,1221,19,555,16,57,8,1876,422,7,211,4,19,3,666,161,0,56,0,11,0,228,20,0,14,0,0,0,34,10,5,5,0,3,3,26,38,47,59,3,15,18,180,2365,708,1623,106,211,101,5114,Armadale
50602,20,317,144,11,14,95,601,3,566,20,36,9,6,640,44,370,131,26,11,5,587,123,201,201,19,12,5,561,172,79,207,3,15,0,476,552,59,360,4,29,6,1010,1535,28,817,3,91,16,2490,1850,12,771,3,74,16,2726,592,4,199,0,17,3,815,207,0,48,3,4,0,262,160,13,54,0,9,0,236,74,100,89,10,23,24,320,5332,1749,3041,118,308,176,10724,Belmont - Victoria Park
50603,29,229,187,31,7,90,573,6,402,28,25,4,6,471,63,272,178,142,28,11,694,70,129,211,30,17,5,462,62,56,171,14,10,0,313,199,36,303,11,20,4,573,1116,11,727,5,81,7,1947,1934,11,846,4,69,11,2875,457,3,214,0,13,3,690,86,4,55,0,6,0,151,92,10,71,0,8,0,181,73,85,120,35,15,27,355,4187,1248,3111,297,278,164,9285,Canning
50606,3,4,32,3,22,30,94,0,3,9,0,3,0,15,3,10,21,0,6,0,40,7,4,27,0,9,0,47,3,0,28,0,6,3,40,19,0,56,0,4,3,82,49,0,76,4,3,0,132,193,0,64,0,0,0,257,30,0,23,0,0,0,53,7,0,13,0,0,0,20,3,0,3,0,5,0,11,5,0,22,0,8,6,41,322,21,374,7,66,42,832,Serpentine - Jarrahdale
50607,10,133,151,22,8,69,393,0,187,21,25,3,0,236,15,193,96,31,13,4,352,62,81,118,7,12,6,286,71,25,111,0,3,3,213,205,20,165,3,3,3,399,952,37,423,3,20,3,1438,1133,11,427,0,14,3,1588,482,6,180,0,13,6,687,226,0,55,0,5,0,286,326,7,68,0,10,0,411,42,44,56,9,13,6,170,3524,744,1871,100,117,103,6459,South Perth
50701,6,183,126,3,13,65,396,0,333,8,24,3,0,368,20,278,82,50,19,8,457,50,167,142,17,29,3,408,41,43,170,10,22,0,286,175,72,247,10,44,8,556,793,30,560,3,48,6,1440,1672,3,678,3,53,20,2429,444,3,139,0,5,7,598,71,0,26,0,0,0,97,73,9,39,0,5,0,126,59,89,68,8,16,19,259,3404,1210,2285,128,257,136,7420,Cockburn
50702,7,226,79,3,21,47,383,0,391,11,4,4,0,410,17,219,43,15,8,0,302,43,102,63,13,18,0,239,35,38,76,6,11,0,166,134,40,143,9,19,3,348,383,20,271,3,20,3,700,537,5,332,4,12,4,894,342,3,170,4,3,3,525,160,3,52,0,3,0,218,179,3,57,0,8,3,250,39,86,42,5,22,5,199,1876,1136,1339,66,149,68,4634,Fremantle
50703,3,56,31,3,3,23,119,3,128,4,3,0,0,138,4,173,36,12,4,0,229,19,89,71,8,7,8,202,86,30,95,3,7,3,224,379,17,172,0,18,0,586,475,4,206,0,18,4,707,336,0,99,0,6,3,444,25,0,12,0,0,0,37,4,0,6,0,0,0,10,6,3,5,0,0,0,14,12,33,28,3,7,11,94,1352,533,765,32,70,52,2804,Kwinana
50704,9,148,227,21,13,121,539,4,243,14,17,13,8,299,14,212,116,30,7,4,383,50,91,164,30,32,7,374,79,27,137,3,20,5,271,176,24,227,7,11,0,445,800,18,575,3,29,5,1430,1526,3,736,8,35,3,2311,722,3,277,0,22,3,1027,261,3,97,3,3,3,370,361,11,138,6,15,4,535,51,51,100,11,14,14,241,4053,834,2808,139,214,177,8225,Melville
50705,8,116,133,9,20,85,371,3,248,11,20,4,0,286,35,239,142,7,39,3,465,191,104,297,8,66,12,678,219,49,295,0,169,5,737,749,46,574,0,106,10,1485,2200,11,867,4,76,10,3168,1811,5,470,4,37,4,2331,212,0,60,0,6,0,278,39,0,13,0,0,0,52,43,5,22,0,7,0,77,65,57,84,9,30,18,263,5575,880,2968,61,560,147,10191,Rockingham
50801,0,23,67,8,97,79,274,0,53,8,14,19,3,97,13,106,71,25,51,3,269,66,48,103,3,45,3,268,75,14,84,0,15,0,188,136,9,80,0,59,3,287,149,3,90,0,6,0,248,100,0,20,0,5,0,125,15,0,6,0,4,0,25,0,0,4,0,0,0,4,3,0,10,0,0,0,13,21,11,23,0,33,3,91,578,267,566,50,334,94,1889,Esperance
