SA3_MAIN11,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot,SA3_NAME11
31701,143,52,56,0,251,194,54,83,7,338,39,26,186,5,256,131,48,354,15,548,2068,274,1059,41,3442,1689,646,1083,89,3507,1663,852,678,68,3261,1147,1481,631,71,3330,1291,1538,394,58,3281,1917,2768,445,60,5190,1490,2171,145,61,3867,666,1449,115,17,2247,553,1013,23,9,1598,181,359,15,0,555,233,466,8,3,710,1051,2122,425,36,3634,363,198,148,15,724,14819,15517,5848,555,36739,Toowoomba
31801,76,18,16,0,110,95,25,28,3,151,15,16,83,0,114,46,22,159,6,233,798,119,301,18,1236,581,223,274,26,1104,593,299,168,19,1079,358,448,166,17,989,415,448,119,14,996,511,785,109,7,1412,409,596,44,10,1059,187,381,20,4,592,151,252,14,3,420,35,99,7,3,144,55,115,0,3,173,384,739,144,10,1277,197,120,69,7,393,4906,4705,1721,150,11482,Charters Towers - Ayr - Ingham
31802,131,73,61,18,283,176,57,116,28,377,53,28,236,7,324,105,46,439,24,614,1503,226,1175,50,2954,1367,493,1089,107,3056,1434,658,850,101,3043,1240,1289,880,106,3515,1332,1482,621,80,3515,2343,3230,703,108,6384,2388,3028,279,78,5773,1204,2344,203,23,3774,902,1657,61,25,2645,366,677,24,3,1070,383,844,20,8,1255,1860,3330,652,34,5876,352,271,242,18,883,17139,19733,7651,818,45341,Townsville
31901,131,35,33,3,202,225,34,60,10,329,49,19,192,0,260,115,49,324,8,496,2521,250,868,35,3674,1591,548,778,61,2978,1368,659,459,32,2518,780,929,348,27,2084,725,971,214,17,1927,942,1338,184,23,2487,724,942,51,17,1734,306,597,46,3,952,236,377,11,0,624,58,115,3,0,176,103,164,3,3,273,790,1184,292,12,2278,333,154,121,16,624,10997,8365,3987,267,23616,Bundaberg
31902,98,29,28,4,159,174,46,34,4,258,26,28,120,3,177,95,49,212,5,361,1484,195,426,28,2133,872,378,386,44,1680,709,423,209,30,1371,422,532,157,22,1133,434,485,84,11,1014,462,681,77,11,1231,314,415,21,4,754,140,322,15,0,477,122,188,3,3,316,30,49,4,0,83,53,65,3,0,121,438,660,148,11,1257,243,118,90,8,459,6116,4663,2017,188,12984,Burnett
31903,106,21,26,0,153,150,15,27,4,196,33,16,94,4,147,85,39,193,6,323,1386,152,456,19,2013,821,375,423,35,1654,774,422,230,19,1445,440,540,166,21,1167,425,536,85,12,1058,537,713,66,7,1323,325,462,21,6,814,150,238,17,6,411,104,133,4,4,245,34,39,0,0,73,43,39,5,0,87,445,679,153,6,1283,168,79,84,0,331,6026,4498,2050,149,12723,Gympie - Cooloola
31904,82,14,26,4,126,173,28,39,3,243,44,23,114,5,186,90,27,253,6,376,1757,182,600,28,2567,1189,387,545,30,2151,991,446,306,22,1765,519,509,212,11,1251,485,481,116,3,1085,545,754,106,3,1408,356,529,32,3,920,196,311,19,0,526,116,177,4,3,300,26,77,4,0,107,41,97,0,0,138,463,804,217,5,1489,235,91,92,4,422,7308,4937,2685,130,15060,Hervey Bay
31905,75,4,26,0,105,133,27,33,4,197,26,14,78,5,123,78,28,184,5,295,1388,159,456,11,2014,860,328,360,33,1581,733,362,220,23,1338,399,465,163,15,1042,372,412,86,11,881,477,636,83,6,1202,317,442,24,9,792,126,224,16,0,366,82,111,5,0,198,15,42,0,3,60,29,51,0,0,80,424,621,167,6,1218,158,88,75,9,330,5692,4014,1976,140,11822,Maryborough
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Qld)
40101,63,11,33,41,148,26,12,7,14,59,11,3,13,5,32,18,7,19,6,50,85,12,34,22,153,110,32,34,19,195,136,32,37,18,223,118,41,20,22,201,128,31,24,19,202,252,90,36,13,391,266,64,12,25,367,220,88,27,6,341,222,70,3,5,300,96,42,8,3,149,186,106,3,3,298,164,76,36,3,279,22,6,10,3,41,2123,723,356,227,3429,Adelaide City
40102,63,24,19,0,106,93,28,48,7,176,22,19,52,5,98,62,20,123,3,208,737,127,348,12,1224,732,231,326,15,1304,798,375,258,15,1446,592,646,280,18,1536,609,754,171,9,1543,987,1502,222,15,2726,907,1354,71,12,2344,529,1217,85,8,1839,425,758,22,3,1208,141,369,3,0,513,213,515,5,0,733,497,1278,259,11,2045,107,84,43,3,237,7514,9301,2335,136,19286,Adelaide Hills
40104,65,31,46,10,152,137,38,29,11,215,16,17,48,5,86,43,29,84,7,163,917,125,264,21,1327,671,271,284,31,1257,685,300,236,35,1256,361,491,239,31,1122,375,502,161,25,1063,489,985,203,29,1706,458,902,90,21,1471,242,662,72,13,989,205,500,20,3,728,61,213,9,0,283,79,267,4,3,353,253,642,190,9,1094,110,76,35,5,226,5167,6051,2014,259,13491,Campbelltown (SA)
40105,60,13,31,11,115,77,8,22,7,114,12,3,27,3,45,23,11,61,14,109,439,49,133,21,642,332,98,178,39,647,349,139,139,40,667,249,191,136,25,601,258,187,101,22,568,381,417,143,42,983,402,401,60,23,886,285,443,83,14,825,236,401,16,4,657,97,218,3,3,321,184,343,5,0,532,256,422,122,10,810,55,25,34,0,114,3695,3369,1294,278,8636,Norwood - Payneham - St Peters
40106,29,10,11,0,50,53,15,17,8,93,4,5,21,0,30,16,11,41,7,75,259,37,85,13,394,183,103,107,33,426,250,107,90,20,467,189,146,111,12,458,181,194,75,24,474,298,363,101,29,791,318,406,33,9,766,204,442,51,6,703,236,413,16,8,673,80,210,9,4,303,138,329,5,0,472,139,385,99,0,623,42,37,16,4,99,2619,3213,888,177,6897,Prospect - Walkerville
40402,48,32,48,5,133,102,49,63,10,224,19,31,115,4,169,40,48,258,7,353,978,189,524,25,1716,592,365,507,55,1519,531,361,377,35,1304,350,593,323,46,1312,366,547,218,45,1176,609,994,227,35,1865,684,789,86,26,1585,269,503,56,6,834,202,299,16,4,521,66,146,4,0,216,79,150,4,0,233,297,683,262,17,1259,110,79,116,11,316,5342,5858,3204,331,14735,Port Adelaide - West
40403,72,29,36,11,148,125,30,22,14,191,28,23,64,11,126,70,35,110,13,228,891,143,307,43,1384,685,303,323,60,1371,721,326,248,60,1355,475,453,265,62,1255,482,531,188,48,1249,665,1000,214,56,1935,686,919,102,40,1747,351,535,75,6,967,303,425,21,15,764,97,190,10,0,297,98,230,5,0,333,373,638,203,23,1237,114,57,36,10,217,6236,5867,2229,472,14804,West Torrens
40501,43,5,11,5,64,57,21,11,0,89,8,6,44,0,58,30,12,80,0,122,641,67,210,10,928,497,171,186,8,862,480,228,120,12,840,344,380,120,12,856,359,473,78,7,917,525,766,77,9,1377,408,610,27,5,1050,197,370,18,0,585,160,230,5,0,395,23,72,0,0,95,43,94,3,0,140,306,570,81,3,960,59,36,15,3,113,4180,4111,1086,74,9451,Barossa
40502,36,10,12,0,58,66,14,17,4,101,20,12,26,0,58,34,11,62,4,111,545,82,173,7,807,401,149,135,12,697,379,207,79,10,675,242,248,59,8,557,236,255,34,0,525,307,349,35,0,691,193,255,10,7,465,86,147,7,3,243,72,83,3,0,158,20,31,0,0,51,36,48,0,0,84,212,315,62,0,589,64,35,23,3,125,2949,2251,737,58,5995,Lower North
40503,32,9,10,5,56,96,22,28,0,146,10,3,61,0,74,43,13,126,3,185,772,108,275,8,1163,467,174,219,24,884,455,181,131,10,777,220,279,81,12,592,244,270,45,3,562,308,472,44,3,827,247,361,11,3,622,108,174,13,0,295,70,108,4,0,182,16,29,0,0,45,42,45,3,0,90,250,395,98,6,749,93,36,34,3,166,3473,2679,1183,80,7415,Mid North
40504,47,9,12,5,73,103,12,12,0,127,6,6,39,0,51,51,14,74,3,142,988,80,190,4,1262,575,162,165,15,917,518,226,82,6,832,234,257,74,9,574,267,249,46,5,567,313,329,33,0,675,185,196,12,5,398,78,103,4,0,185,56,67,0,0,123,11,28,0,0,39,46,34,0,0,80,222,276,90,0,588,70,30,41,6,147,3770,2078,874,58,6780,Yorke Peninsula
40601,78,26,29,0,133,118,28,59,8,213,19,14,124,3,160,61,30,227,12,330,1154,149,511,11,1825,698,313,407,28,1446,723,352,241,24,1340,422,532,191,26,1171,489,591,131,18,1229,695,1035,132,17,1879,603,734,46,15,1398,290,539,44,3,876,223,369,4,0,596,59,116,0,0,175,84,134,3,0,221,480,803,190,13,1486,173,114,98,9,394,6369,5879,2437,187,14872,Eyre Peninsula and South West
40107,40,21,23,3,87,37,18,20,9,84,4,7,12,0,23,33,8,45,6,92,327,35,108,16,486,274,86,136,17,513,300,98,97,21,516,226,169,125,28,548,250,208,107,23,588,426,445,152,19,1042,423,408,43,28,902,331,643,114,9,1097,348,559,25,5,937,140,292,6,4,442,246,583,4,0,833,247,525,120,9,901,36,37,16,3,92,3688,4142,1153,200,9183,Unley
40201,22,6,10,0,38,43,22,22,3,90,10,8,37,3,58,20,18,111,6,155,580,60,272,7,919,411,125,243,17,796,379,203,162,17,761,287,343,158,6,794,233,407,102,6,748,462,779,97,11,1349,355,615,36,5,1011,156,411,26,3,596,104,251,10,0,365,24,94,0,0,118,39,95,0,0,134,207,477,119,4,807,58,56,23,4,141,3390,3970,1428,92,8880,Gawler - Two Wells
40202,53,30,44,9,136,155,72,93,8,328,20,30,274,0,324,58,37,537,9,641,1455,323,1195,39,3012,863,602,988,65,2518,807,663,524,54,2048,585,1081,480,45,2191,580,979,257,25,1841,953,1555,244,44,2796,644,1053,92,18,1807,186,518,51,4,759,109,294,7,3,413,24,111,3,0,138,31,102,7,0,140,379,997,424,20,1820,134,156,224,12,526,7036,8603,5444,355,21438,Playford
40203,75,45,31,10,161,101,47,66,5,219,28,18,129,6,181,59,50,229,16,354,1037,223,515,24,1799,703,442,500,60,1705,604,435,330,52,1421,468,617,318,48,1451,435,634,213,44,1326,661,1101,237,62,2061,700,825,101,36,1662,290,524,45,9,868,211,311,11,11,544,60,145,8,5,218,75,149,6,0,230,326,622,263,7,1218,134,80,78,7,299,5967,6268,3080,402,15717,Port Adelaide - East
40204,129,80,74,12,295,205,110,139,13,467,42,62,257,9,370,120,94,544,26,784,2125,471,1287,47,3930,1451,939,1126,90,3606,1396,1094,803,77,3370,1005,1693,767,74,3539,1007,1706,449,67,3229,1586,2812,464,80,4942,1225,1959,206,57,3447,473,1103,91,11,1678,264,638,32,4,938,80,228,8,5,321,81,265,8,3,357,667,1689,594,25,2975,227,207,200,9,643,12083,15150,7049,609,34891,Salisbury
40205,61,33,33,4,131,120,31,51,12,214,27,17,83,3,130,54,28,156,7,245,1484,143,546,20,2193,1268,336,580,27,2211,1252,526,500,22,2300,838,888,494,31,2251,834,1053,357,37,2281,1381,2293,387,45,4106,1311,1960,179,33,3483,590,1335,110,10,2045,353,924,42,7,1326,106,412,8,0,526,101,422,4,3,530,522,1337,367,15,2241,164,115,71,3,353,10466,11853,3968,279,26566,Tea Tree Gully
40301,38,14,4,4,60,39,10,12,6,67,7,6,28,0,41,20,6,51,5,82,313,27,140,14,494,384,59,134,31,608,457,90,117,16,680,280,144,127,14,565,336,188,98,12,634,469,393,146,10,1018,441,405,45,11,902,293,450,49,9,801,281,413,14,0,708,96,190,9,0,295,155,315,3,4,477,294,451,129,0,874,55,24,17,6,102,3958,3185,1123,142,8408,Holdfast Bay
40302,81,47,40,18,186,107,43,66,11,227,25,27,100,3,155,72,42,257,21,392,1289,178,526,40,2033,1079,353,561,66,2059,1029,449,446,55,1979,723,720,464,60,1967,676,839,313,34,1862,1106,1774,354,58,3292,1121,1544,169,39,2873,545,1020,87,11,1663,341,690,35,13,1079,104,267,5,5,381,112,280,5,3,400,545,1087,372,15,2019,145,77,78,11,311,9100,9437,3878,463,22878,Marion
40303,39,26,38,8,111,78,22,22,9,131,11,12,37,0,60,45,17,80,0,142,651,82,228,18,979,662,176,251,36,1125,768,227,227,39,1261,524,366,242,38,1170,489,510,184,26,1209,751,1021,261,43,2076,750,1113,83,13,1959,496,1172,126,5,1799,455,970,21,10,1456,155,458,17,0,630,248,641,7,3,899,390,1004,248,10,1652,94,66,21,0,181,6606,7883,2093,258,16840,Mitcham
40304,125,56,49,4,234,241,72,116,23,452,31,28,281,4,344,126,33,545,17,721,2671,306,1559,47,4583,2264,847,1366,84,4561,2101,1108,880,68,4157,1472,1943,823,67,4305,1503,2145,551,49,4248,2294,3798,548,72,6712,1945,2931,249,45,5170,733,1804,124,8,2669,475,1062,33,8,1578,132,432,11,0,575,150,448,6,4,608,979,2316,671,25,3991,298,190,164,10,662,17540,19519,7976,535,45570,Onkaparinga
40401,126,58,36,9,229,187,66,77,18,348,36,40,180,6,262,76,60,304,23,463,1884,258,741,54,2937,1230,543,717,79,2569,1175,618,536,61,2390,783,939,558,74,2354,733,969,388,47,2137,1098,1888,409,67,3462,1110,1598,173,52,2933,591,1130,115,22,1858,478,905,28,7,1418,163,400,12,7,582,204,454,15,3,676,625,1316,424,22,2387,241,124,109,17,491,10740,11366,4822,568,27496,Charles Sturt
40602,31,12,9,3,55,42,10,36,3,91,14,15,87,0,116,29,14,122,3,168,352,112,174,13,651,239,152,156,19,566,221,113,111,14,459,155,191,85,8,439,174,190,62,3,429,295,379,58,9,741,273,292,22,6,593,176,346,24,0,546,152,212,9,3,376,84,86,7,0,177,74,104,4,3,185,230,445,93,3,771,80,50,56,9,195,2621,2723,1115,99,6558,Outback - North and East
40701,82,20,27,0,129,154,24,34,5,217,25,11,62,5,103,101,19,109,0,229,1478,110,325,12,1925,1242,243,314,26,1825,1121,351,213,12,1697,608,548,146,11,1313,566,474,79,7,1126,648,691,73,3,1415,386,430,18,12,846,215,300,16,4,535,129,131,5,0,265,22,48,0,3,73,69,55,0,0,124,455,578,168,9,1210,158,56,39,8,261,7459,4089,1628,117,13293,Fleurieu - Kangaroo Island
40702,101,38,25,3,167,144,54,57,0,255,35,24,110,4,173,72,32,242,13,359,1107,204,569,8,1888,894,375,446,37,1752,941,522,260,17,1740,623,831,235,21,1710,727,804,107,16,1654,966,1279,117,21,2383,726,866,44,10,1646,252,454,19,8,733,198,251,9,0,458,55,89,5,0,149,100,125,7,0,232,463,923,167,9,1562,179,103,81,8,371,7583,6974,2500,175,17232,Limestone Coast
40703,105,35,21,0,161,193,63,68,8,332,31,36,119,6,192,96,43,224,6,369,1751,265,595,21,2632,1132,520,571,59,2282,1123,642,308,23,2096,676,827,250,29,1782,761,835,141,25,1762,842,1153,129,19,2143,541,737,31,7,1316,193,364,16,3,576,123,197,10,3,333,35,64,3,0,102,91,79,3,4,177,478,845,232,12,1567,199,114,102,10,425,8370,6819,2823,235,18247,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (SA)
50101,65,20,23,0,108,86,15,28,3,132,17,6,53,0,76,51,20,128,3,202,620,100,323,6,1049,517,188,267,13,985,586,242,183,8,1019,362,388,139,12,901,433,459,70,4,966,582,815,88,9,1494,462,564,29,7,1062,213,476,24,4,717,200,274,10,0,484,55,93,6,0,154,98,141,0,3,242,457,924,165,10,1556,83,54,33,6,176,4887,4779,1569,88,11323,Augusta - Margaret River - Busselton
50102,84,48,39,10,181,171,38,65,4,278,30,13,142,3,188,87,26,275,7,395,1369,107,699,17,2192,944,254,584,29,1811,917,358,368,25,1668,610,626,355,32,1623,728,875,222,20,1845,1143,1803,327,37,3310,1129,1368,108,22,2627,799,1754,120,12,2685,680,1001,32,12,1725,239,386,12,4,641,256,442,9,8,715,894,1823,358,8,3083,226,139,106,11,482,10306,11061,3821,261,25449,Bunbury
50103,31,14,10,3,58,73,16,13,0,102,9,5,30,0,44,42,19,78,0,139,513,77,173,8,771,346,123,115,4,588,341,155,76,10,582,211,224,80,4,519,243,232,32,3,510,295,389,28,8,720,216,238,23,0,477,119,200,16,0,335,106,114,0,3,223,17,26,3,0,46,33,39,0,0,72,296,410,59,3,768,61,31,20,0,112,2952,2312,756,46,6066,Manjimup
50201,133,22,56,4,215,192,28,72,8,300,37,16,151,3,207,110,24,277,12,423,1942,137,701,20,2800,1401,255,570,28,2254,1298,322,375,30,2025,682,505,297,27,1511,643,613,192,15,1463,939,1265,254,16,2474,744,969,110,21,1844,654,1199,83,10,1946,461,661,30,7,1159,134,273,16,0,423,231,329,7,6,573,975,1716,320,15,3026,249,118,105,12,484,10825,8452,3616,234,23127,Mandurah
50301,76,39,57,27,199,74,15,34,33,156,12,7,35,10,64,35,13,56,6,110,277,52,112,29,470,291,64,124,40,519,410,86,128,24,648,323,118,132,34,607,370,188,135,25,718,533,420,194,45,1192,568,411,88,20,1087,646,1625,261,14,2546,604,1090,72,10,1776,292,706,24,8,1030,821,1857,33,9,2720,571,1343,208,10,2132,76,53,18,3,150,5979,8087,1711,347,16124,Cottesloe - Claremont
50302,113,41,72,29,255,95,30,31,19,175,33,6,53,13,105,50,19,91,18,178,537,86,190,41,854,494,147,226,41,908,604,197,197,56,1054,501,284,215,64,1064,553,301,175,55,1084,1039,685,276,88,2088,1185,619,123,85,2012,1163,1576,252,37,3028,1096,1082,61,35,2274,625,551,21,16,1213,1314,1261,11,23,2609,983,1016,226,21,2246,104,55,31,9,199,10489,7956,2251,650,21346,Perth City
50401,80,36,47,11,174,114,30,53,12,209,34,24,113,7,178,59,33,153,8,253,1040,141,383,30,1594,729,293,411,45,1478,739,363,323,56,1481,548,515,384,50,1497,526,658,259,48,1491,909,1197,322,55,2483,896,1056,169,49,2170,645,1094,163,30,1932,595,748,39,25,1407,269,368,23,3,663,372,506,18,11,907,664,1133,318,27,2142,147,98,84,11,340,8366,8293,3262,478,20399,Bayswater - Bassendean
50402,36,10,17,0,63,66,15,23,0,104,11,4,37,6,58,38,14,82,4,138,549,50,208,7,814,384,98,200,12,694,415,142,151,12,720,280,245,175,10,710,324,312,123,8,767,494,745,152,22,1413,496,624,76,14,1210,369,758,81,8,1216,257,451,22,6,736,106,251,10,0,367,117,313,16,0,446,368,858,183,12,1421,86,74,45,0,205,4396,4964,1601,121,11082,Mundaring
50403,100,62,67,8,237,118,67,86,14,285,30,25,141,9,205,60,53,293,9,415,1025,203,632,18,1878,662,374,614,35,1685,716,597,438,36,1787,603,909,497,32,2041,650,1125,341,36,2152,1144,2365,467,73,4049,1265,1823,206,58,3352,722,1772,155,32,2681,540,1066,54,17,1677,193,444,22,5,664,227,615,18,7,867,810,2161,429,12,3412,176,165,142,15,498,9041,13826,4602,416,27885,Swan
40103,58,26,51,8,143,49,24,32,13,118,11,6,33,3,53,22,14,38,7,81,274,52,117,19,462,364,97,129,23,613,463,124,131,29,747,317,168,146,27,658,354,176,102,13,645,507,463,178,19,1167,503,505,74,16,1098,419,768,120,3,1310,401,702,24,7,1134,171,395,8,4,578,327,770,8,3,1108,305,751,158,3,1217,76,35,16,3,130,4621,5076,1365,200,11262,Burnside
50501,147,67,73,10,297,194,52,83,14,343,39,26,108,3,176,102,39,224,13,378,1328,123,558,40,2049,1256,266,568,54,2144,1384,428,525,53,2390,989,788,588,59,2424,1130,1107,439,60,2736,1763,2881,669,90,5403,1878,2848,356,64,5146,1410,3862,334,37,5643,1139,2632,105,19,3895,456,1324,30,15,1825,582,1939,44,12,2577,1272,3642,608,21,5543,218,190,72,15,495,15287,22214,5384,579,43464,Joondalup
50502,233,99,130,23,485,301,116,128,26,571,43,55,227,6,331,133,89,371,27,620,2064,364,846,60,3334,1539,551,882,108,3080,1680,753,674,96,3203,1147,1053,744,118,3062,1227,1271,537,103,3138,1991,2397,706,145,5239,2176,2077,374,147,4774,1419,2980,368,78,4845,1449,2044,129,56,3678,699,1027,40,20,1786,1017,1767,43,36,2863,1457,2619,704,62,4842,331,248,206,23,808,18906,19510,7109,1134,46659,Stirling
50503,158,131,106,7,402,188,111,112,20,431,46,39,213,5,303,103,75,386,14,578,1471,318,912,34,2735,1124,597,869,52,2642,1068,864,649,44,2625,794,1331,691,56,2872,912,1733,458,54,3157,1665,3578,547,88,5878,1880,2921,265,75,5141,1043,2936,185,33,4197,891,1751,63,21,2726,320,703,30,4,1057,304,893,26,8,1231,1119,3184,555,29,4887,265,265,161,9,700,13351,21430,6228,553,41562,Wanneroo
50601,49,26,52,0,127,76,40,57,4,177,12,14,93,3,122,40,22,227,5,294,770,89,510,13,1382,555,247,442,24,1268,549,316,302,27,1194,423,600,304,25,1352,471,602,227,34,1334,810,1253,251,31,2345,826,934,116,44,1920,485,912,86,10,1493,336,579,23,7,945,119,255,4,5,383,123,335,11,6,475,494,1161,267,12,1934,122,87,93,12,314,6260,7472,3065,262,17059,Armadale
50602,99,44,36,36,215,101,31,45,18,195,22,25,90,4,141,55,27,139,10,231,678,127,362,23,1190,472,213,327,52,1064,480,273,207,54,1014,368,370,272,69,1079,428,436,189,61,1114,728,840,232,89,1889,834,718,107,78,1737,637,879,112,41,1669,564,488,36,27,1115,276,242,14,8,540,402,337,10,12,761,573,746,252,22,1593,124,78,96,20,318,6841,5874,2526,624,15865,Belmont - Victoria Park
50603,136,70,68,58,332,145,74,77,28,324,39,28,77,16,160,84,42,164,23,313,865,173,342,44,1424,803,309,357,82,1551,759,400,303,74,1536,566,614,345,98,1623,541,706,225,67,1539,911,1499,344,93,2847,948,1266,193,67,2474,635,1587,175,40,2437,501,1019,48,28,1596,186,513,18,16,733,256,772,26,6,1060,582,1521,328,14,2445,129,124,67,12,332,8086,10717,3157,766,22726,Canning
50606,18,12,12,3,45,32,14,11,3,60,15,0,15,0,30,19,0,48,0,67,206,26,86,3,321,163,43,70,3,279,142,66,53,3,264,100,136,49,7,292,118,183,50,3,354,208,435,50,5,698,249,320,22,8,599,169,331,18,0,518,100,206,11,3,320,38,92,4,0,134,53,121,0,0,174,184,498,51,0,733,34,31,11,3,79,1848,2514,561,44,4967,Serpentine - Jarrahdale
50607,55,17,37,26,135,31,14,30,21,96,10,8,35,10,63,23,10,65,22,120,246,33,135,28,442,251,76,134,49,510,287,79,110,50,526,230,132,126,42,530,292,134,96,45,567,461,281,149,67,958,540,313,64,40,957,492,771,105,23,1391,434,520,35,13,1002,240,279,8,8,535,429,609,12,3,1053,381,584,120,10,1095,57,22,29,4,112,4459,3882,1290,461,10092,South Perth
50701,104,48,57,7,216,131,32,72,12,247,27,13,127,5,172,53,20,205,16,294,964,123,494,34,1615,632,247,437,47,1363,602,347,360,35,1344,431,656,412,43,1542,559,812,276,35,1682,944,1837,348,58,3187,1183,1585,171,59,2998,754,1738,141,22,2655,644,1071,43,32,1790,275,476,17,9,777,292,645,16,8,961,736,1818,354,21,2929,152,140,95,10,397,8483,11608,3625,453,24169,Cockburn
50702,30,11,22,4,67,69,18,29,0,116,12,0,55,5,72,21,6,79,0,106,371,44,159,9,583,260,70,171,15,516,272,71,123,24,490,186,139,124,11,460,199,164,104,11,478,329,313,147,19,808,367,361,65,16,809,345,585,74,8,1012,348,433,24,9,814,161,205,12,5,383,293,370,0,5,668,359,533,166,5,1063,59,32,22,5,118,3681,3355,1376,151,8563,Fremantle
50703,33,17,22,3,75,34,8,22,3,67,5,10,53,0,68,17,4,115,4,140,332,44,268,10,654,244,125,223,13,605,234,157,150,6,547,147,316,128,13,604,182,323,93,12,610,369,596,126,22,1113,354,436,45,12,847,170,368,42,5,585,130,192,8,7,337,40,77,5,4,126,44,81,0,0,125,248,589,125,10,972,50,52,51,4,157,2633,3395,1476,128,7632,Kwinana
